67,161fa07097,ChE ,3,f,4,60,88,65,Sri Teja Aryasomayajula
68,161fa07098,CE ,3,f,2,50,56,78,Sk.Gulshan Firdose
69,161fa07099,CSE ,3,m,3,97,64,86,Moksha Deepika Kaparowthu
70,161fa07100,ECE ,3,f,0,82,93,90,Poojitha Lekkalapudi
71,161fa07101,EEE ,4,m,0,74,82,98,Zuri Shaddai Kuchipudi
72,161fa07102,ME ,2,f,0,90,34,33,Saladhi Devi Pavan Kumar
73,161fa07103,IT ,4,f,0,20,23,12,Prashanth Reddy G
74,161fa07104,MBA ,2,m,1,60,88,65,Atluri Nayen
75,161fa07105,H ,1,f,4,50,56,78,Maddina Sowmya
76,161fa07106,PSc ,3,m,2,97,64,86,Jagarlamudi Nikhitha Sai
77,161fa07107,AE ,3,f,3,82,93,90,Sai Anudeep Arikapalli
78,161fa07108,BT ,3,f,0,74,82,98,Sreelekha Dantu
79,161fa07109,ChE ,3,m,0,90,34,33,Meghana Kurukundha
80,161fa07110,CE ,4,f,0,20,23,12,Ramadugula Sree Venkata Naga Sowjanya
81,161fa07111,CSE ,2,m,0,60,88,65,Sreyash Srivastava
82,161fa07112,AE ,4,f,1,50,56,78,Alekhya Guduru
83,161fa07113,BT ,2,f,4,97,64,86,K.Yasaswini
84,161fa07114,ChE ,1,m,2,82,93,90,Sagar Thokala
85,161fa07115,CE ,3,f,3,74,82,98,Satya Seetha Ramaiah Chebrolu
86,161fa07116,CSE ,3,m,0,90,34,33,Sasidhar Gunturu
87,161fa07117,ECE ,3,f,0,20,23,12,Sampurna
88,161fa07118,EEE ,3,f,0,60,88,65,Dara Lakshmi Sowmya
89,161fa07119,ME ,4,m,0,50,56,78,Lakshmiharika
90,161fa07120,IT ,2,f,1,97,64,86,Chamarthy Niharika
91,161fa07121,MBA ,4,m,4,82,93,90,S. Harija Pranava
92,161fa07122,H ,2,f,2,74,82,98,Racharla Vineeth
93,161fa07123,PSc ,1,f,3,90,34,33,Muvva. Nikhita
94,161fa07124,AE ,3,m,0,20,23,12,Suraj Maddaka
95,161fa07125,BT ,3,f,0,60,88,65,Chukkapalli Deepti
96,161fa07126,ChE ,3,m,0,50,56,78,Kakarla b Pavani
97,161fa07127,CE ,3,f,0,97,64,86,Muvva Chaitanya
98,161fa07128,CSE ,4,f,1,82,93,90,Venkata Sai Eswar Pudipeddi
99,161fa07129,AE ,2,m,4,74,82,98,Hemanth Rachabattuni
100,161fa07130,BT ,4,f,2,90,34,33,Chandrapriya	
